registro_id,nombre_jinete,casa,titulo,fecha_nacimiento_jinete,nombre_dragon,fecha_nacimiento_dragon,color_dragon,fecha_desde,fecha_hasta,kilometros_recorridos,es_jinete_actual,cantidad_batallas,observaciones
2274,Corlys Velaryon ,Velaryon, Lord de las Mareas,0070-01-01, Frostfang ,0092-01-01,BLANCO Y AZUL,0091-01-01,0105-01-01,31581.28,f,4,Registro pendiente de revisión
2275,Marilda Velaryon,VELARYON, Lady,0087-09-27, Frostfang ,0092-01-01,Blanco y azul ,0110-09-27,0114-09-27,57991.18,f,19, Registro histórico 
2276,Monterys Velaryon, Velaryon ,lord,0108-03-19,Frostfang ,0092-01-01, Blanco y azul,0137-03-19,0137-03-19,52391.32,f,6, Mantuvo vínculos con otras casas 
2277, Rhaella Velaryon , Velaryon ,Lady,0104-12-02, Frostfang,0092-01-01,Blanco y azul,0141-12-02,0128-12-02,20319.62,f,17, Entrenamiento militar
2278,Addam Velaryon,velaryon, Ser,0101-01-01,Frostfang ,0092-01-01,Blanco y azul ,0119-01-01,0129-01-01,74906.85,f,17,Jinete experimentado 
2279, Vaella Velaryon,Velaryon, Lady,0109-11-16,Frostfang ,0092-01-01, Blanco y azul,0127-11-16,0147-11-16,6684.30,f,7, Participó en una batalla importante 
2280, Vaella Velaryon,Velaryon,lady,0109-11-16,Frostfang ,0092-01-01,Blanco y azul ,0144-11-16,0137-11-16,9672.75,f,9,REGISTRO PENDIENTE DE REVISIÓN
2281, Elaena Velaryon , Velaryon , Lady,0105-02-08,FROSTFANG,0092-01-01,Blanco y azul ,0137-02-08,0140-02-08,7698.01,f,0, Registro histórico
2282,Jorah Velaryon ,Velaryon,Lord ,0098-06-11, Frostfang ,0092-01-01,BLANCO Y AZUL,0118-06-11,0126-06-11,46712.60,f,12,
2283, Jorah Velaryon ,Velaryon,lord,0098-06-11, Frostfang,0092-01-01,BLANCO Y AZUL,0131-06-11,0143-06-11,14076.53,f,1, Mantuvo vínculos con otras casas 
2284, Addam Velaryon,Velaryon,ser,0101-01-01,Frostfang,0092-01-01,BLANCO Y AZUL,0139-01-01,0145-01-01,86868.62,f,2,REGISTRO PENDIENTE DE REVISIÓN
2285,Alyn Velaryon ,Velaryon, Ser,0100-01-01, Frostfang,0092-01-01,BLANCO Y AZUL,0141-01-01,0146-01-01,61483.07,f,1, Registro histórico
2286, Jorah Velaryon ,Velaryon, Lord,0098-06-11, Frostfang ,0092-01-01,BLANCO Y AZUL,0127-06-11,0142-06-11,20410.18,f,16,Participó en una batalla importante
2287, Alyn Velaryon , Velaryon ,SER,0100-01-01, Frostfang,0092-01-01,BLANCO Y AZUL,0121-01-01,0129-01-01,20382.09,f,8, Registro pendiente de revisión
2288, Laena Velaryon, Velaryon ,Lady ,0093-01-01,Frostfang ,0092-01-01,BLANCO Y AZUL,0114-01-01,0133-01-01,43820.35,f,18,Participó en una batalla importante
2289, Aethan Velaryon ,Velaryon, Ser,0099-07-22, Frostfang,0092-01-01,Blanco y azul ,0133-07-22,0122-07-22,19312.52,f,0,
2290, Laenor Velaryon,Velaryon,Ser ,0092-01-01, Frostfang ,0092-01-01,BLANCO Y AZUL,0128-01-01,0130-01-01,28519.00,f,2,Viaje diplomático 
2291, Laena Velaryon,velaryon,Lady ,0093-01-01, Frostfang ,0092-01-01,Blanco y azul,0124-01-01,0138-01-01,25389.56,f,3,
2292,Marilda Velaryon ,Velaryon,Lady,0087-09-27, Frostfang ,0092-01-01, Blanco y azul,0121-09-27,0115-09-27,82439.19,f,1, Participó en una batalla importante
2293,Marilda Velaryon,Velaryon,lady,0087-09-27,Frostfang ,0092-01-01, Blanco y azul,0105-09-27,0130-09-27,63031.68,f,3, Herido durante una expedición
2294, Corlys Velaryon ,VELARYON, Lord de las Mareas,0070-01-01,Frostfang,0092-01-01,BLANCO Y AZUL,0108-01-01,0111-01-01,39963.72,f,6,Jinete experimentado
2295,Alyn Velaryon , Velaryon ,ser,0100-01-01,Frostfang ,0092-01-01,Blanco y azul ,0134-01-01,0136-01-01,51604.21,f,18,REGISTRO HISTÓRICO
2296,Vaemond Velaryon ,Velaryon,SER,0085-01-01,Frostfang ,0092-01-01, Blanco y azul,0124-01-01,0124-01-01,13725.45,f,16,
2297,Monterys Velaryon, Velaryon ,LORD,0108-03-19, Frostfang,0092-01-01,BLANCO Y AZUL,0135-03-19,0155-03-19,37830.00,f,7,Registro histórico 
2298,Corwyn Velaryon,Velaryon,ser,0096-08-14, Frostfang ,0092-01-01,Blanco y azul ,0120-08-14,0135-08-14,56915.56,f,18, Registro pendiente de revisión 
2299, Jorah Velaryon ,velaryon,lord,0098-06-11,Frostfang ,0092-01-01, Blanco y azul,0137-06-11,0132-06-11,5969.38,f,17, Jinete experimentado 
2300, Addam Velaryon ,velaryon,ser,0101-01-01,Frostfang ,0092-01-01, Blanco y azul,0119-01-01,0137-01-01,70316.35,f,10, Herido durante una expedición 
2301,Lucan Velaryon , Velaryon ,Ser ,0107-05-04, Frostfang,0092-01-01,Blanco y azul,0130-05-04,0144-05-04,24871.26,f,8,Registro histórico 
2302, Marilda Velaryon ,Velaryon,lady,0087-09-27,Frostfang ,0092-01-01, Blanco y azul,0122-09-27,0134-09-27,13356.51,f,14, Registro pendiente de revisión 
2303,Corlys Velaryon,Velaryon,lord de las mareas,0070-01-01,Frostfang ,0092-01-01,Blanco y azul ,0102-01-01,0106-01-01,24802.96,f,4, Participó en una batalla importante
2304, Rhaella Velaryon ,velaryon,lady,0104-12-02, Frostfang,0092-01-01, Blanco y azul,0137-12-02,0144-12-02,66194.65,f,7, Entrenamiento militar
2305,Addam Velaryon ,velaryon,SER,0101-01-01, Frostfang ,0092-01-01,BLANCO Y AZUL,0126-01-01,0146-01-01,10410.02,f,0,
2306, Jorah Velaryon, Velaryon , Lord,0098-06-11, Frostfang ,0092-01-01,Blanco y azul ,0123-06-11,0121-06-11,18148.22,f,6,Jinete experimentado 
2307,Corlys Velaryon ,velaryon, Lord de las Mareas,0070-01-01,Frostfang ,0092-01-01,BLANCO Y AZUL,0108-01-01,0106-01-01,1029.37,f,12,Viaje diplomático 
2308, Jorah Velaryon, Velaryon ,Lord ,0098-06-11, Frostfang ,0092-01-01,BLANCO Y AZUL,0127-06-11,0123-06-11,1626.77,f,16,PARTICIPÓ EN DEFENSA DEL REINO
2309,Marilda Velaryon, Velaryon ,LADY,0087-09-27, Frostfang ,0092-01-01,BLANCO Y AZUL,0112-09-27,0118-09-27,23700.38,f,16,Participó en defensa del reino 
2310, Vaella Velaryon, Velaryon ,LADY,0109-11-16, Frostfang ,0092-01-01, Blanco y azul,0149-11-16,0141-11-16,32659.68,f,19, Registro histórico
2311,Marilda Velaryon ,velaryon, Lady,0087-09-27,FROSTFANG,0092-01-01,Blanco y azul ,0129-09-27,0112-09-27,42716.27,f,7, Entrenamiento militar
2312, Addam Velaryon,Velaryon,ser,0101-01-01, Frostfang,0092-01-01,Blanco y azul ,0136-01-01,0127-01-01,72342.47,f,15, Entrenamiento militar
2313,Vaella Velaryon , Velaryon , Lady,0109-11-16,Frostfang ,0092-01-01,Blanco y azul,0132-11-16,0152-11-16,12920.20,f,4,Mantuvo vínculos con otras casas 
2314, Vaella Velaryon, Velaryon ,lady,0109-11-16, Frostfang,0092-01-01,Blanco y azul ,0135-11-16,0136-11-16,80350.99,f,4,Herido durante una expedición
2315, Alyn Velaryon,velaryon,ser,0100-01-01, Frostfang,0092-01-01,Blanco y azul ,0123-01-01,0128-01-01,13575.76,f,1, Viaje diplomático 
2316, Jorah Velaryon , Velaryon ,Lord ,0098-06-11,Frostfang,0092-01-01, Blanco y azul,0140-06-11,0125-06-11,54198.55,f,2, Entrenamiento militar 
2317,Lucan Velaryon ,velaryon,SER,0107-05-04, Frostfang ,0092-01-01,BLANCO Y AZUL,0126-05-04,0151-05-04,2984.09,f,17,Entrenamiento militar 
2318, Corwyn Velaryon,VELARYON,ser,0096-08-14, Frostfang ,0092-01-01,Blanco y azul ,0123-08-14,0141-08-14,7694.78,f,19,JINETE EXPERIMENTADO
2319, Vaemond Velaryon,velaryon,Ser,0085-01-01, Frostfang ,0092-01-01, Blanco y azul,0127-01-01,0126-01-01,86661.29,f,6, Participó en una batalla importante 
2320,Vaemond Velaryon , Velaryon , Ser,0085-01-01,Frostfang ,0092-01-01,BLANCO Y AZUL,0123-01-01,0131-01-01,39970.63,f,5,Herido durante una expedición 
2321,Addam Velaryon , Velaryon ,ser,0101-01-01,Frostfang ,0092-01-01,Blanco y azul ,0126-01-01,0129-01-01,85007.07,f,19,Mantuvo vínculos con otras casas 
2322,Laenor Velaryon ,Velaryon,SER,0092-01-01,Frostfang ,0092-01-01,BLANCO Y AZUL,0124-01-01,0126-01-01,30908.53,f,1, Herido durante una expedición
2323, Aethan Velaryon,Velaryon,ser,0099-07-22, Frostfang,0092-01-01,BLANCO Y AZUL,0127-07-22,0128-07-22,68756.83,f,12,Registro pendiente de revisión 
2324,Laena Velaryon ,VELARYON,Lady ,0093-01-01, Frostfang ,0092-01-01,Blanco y azul ,0124-01-01,0122-01-01,67246.92,f,9, Mantuvo vínculos con otras casas 
2325,Elaena Velaryon,Velaryon,lady,0105-02-08, Frostfang,0092-01-01, Blanco y azul,0147-02-08,0138-02-08,76015.42,f,5, Viaje diplomático 
2326,Addam Velaryon ,Velaryon,ser,0101-01-01,Frostfang,0092-01-01,BLANCO Y AZUL,0139-01-01,0129-01-01,53302.51,f,5,Jinete experimentado 
2327, Addam Velaryon , Velaryon , Ser,0101-01-01,FROSTFANG,0092-01-01,Blanco y azul ,0127-01-01,0141-01-01,89254.73,f,12,
2328,Vaemond Velaryon ,Velaryon,SER,0085-01-01,Frostfang ,0092-01-01,BLANCO Y AZUL,0122-01-01,0130-01-01,88894.19,f,7,HERIDO DURANTE UNA EXPEDICIÓN
2329,Laena Velaryon ,velaryon,LADY,0093-01-01, Frostfang,0092-01-01,BLANCO Y AZUL,0115-01-01,0132-01-01,74307.70,f,1, Herido durante una expedición 
2330, Corlys Velaryon ,Velaryon,LORD DE LAS MAREAS,0070-01-01,Frostfang ,0092-01-01, Blanco y azul,0110-01-01,0115-01-01,39564.57,f,9,Herido durante una expedición 
2331, Lucan Velaryon,velaryon, Ser,0107-05-04, Frostfang ,0092-01-01,Blanco y azul ,0148-05-04,0139-05-04,67133.50,f,10, Participó en defensa del reino
2332, Aethan Velaryon,Velaryon,Ser ,0099-07-22, Frostfang ,0092-01-01,Blanco y azul,0129-07-22,0138-07-22,52747.65,f,13, Viaje diplomático 
2333, Rhaella Velaryon ,Velaryon,Lady,0104-12-02,FROSTFANG,0092-01-01, Blanco y azul,0122-12-02,0150-12-02,54529.54,f,6,Registro histórico 
2334, Vaemond Velaryon, Velaryon ,SER,0085-01-01,FROSTFANG,0092-01-01,Blanco y azul ,0106-01-01,0110-01-01,27027.76,f,16, Viaje diplomático 
2335, Corwyn Velaryon , Velaryon ,ser,0096-08-14, Frostfang ,0092-01-01, Blanco y azul,0138-08-14,0130-08-14,14391.43,f,13, Herido durante una expedición 
2336,Alyn Velaryon ,velaryon,ser,0100-01-01, Frostfang,0092-01-01, Blanco y azul,0123-01-01,0128-01-01,4928.14,f,5,Participó en una batalla importante 
2337,Laenor Velaryon,velaryon, Ser,0092-01-01,Frostfang,0092-01-01,Blanco y azul ,0118-01-01,0138-01-01,51449.78,f,10, Registro histórico 
2338,Jorah Velaryon , Velaryon , Lord,0098-06-11, Frostfang ,0092-01-01,BLANCO Y AZUL,0138-06-11,0125-06-11,77145.82,f,6,JINETE EXPERIMENTADO
2339, Rhaella Velaryon ,VELARYON, Lady,0104-12-02,Frostfang,0092-01-01,BLANCO Y AZUL,0125-12-02,0149-12-02,15572.92,f,5,PARTICIPÓ EN UNA BATALLA IMPORTANTE
2340,Corwyn Velaryon , Velaryon ,SER,0096-08-14, Frostfang ,0092-01-01,BLANCO Y AZUL,0117-08-14,0141-08-14,40338.73,f,5, Participó en una batalla importante 
2341, Vaemond Velaryon , Velaryon ,SER,0085-01-01,Frostfang ,0092-01-01,BLANCO Y AZUL,0113-01-01,0132-01-01,72007.05,f,1,Jinete experimentado 
2342, Vaemond Velaryon,Velaryon,ser,0085-01-01, Frostfang,0092-01-01,Blanco y azul,0103-01-01,0128-01-01,28891.50,f,1,Entrenamiento militar 
2343,Monterys Velaryon ,Velaryon,lord,0108-03-19,Frostfang,0092-01-01,Blanco y azul,0134-03-19,0135-03-19,83956.49,f,0, Registro histórico 
2344,Elaena Velaryon , Velaryon ,lady,0105-02-08, Frostfang ,0092-01-01, Blanco y azul,0142-02-08,0141-02-08,67039.08,f,5, Viaje diplomático 
2345, Alyn Velaryon ,VELARYON,ser,0100-01-01,FROSTFANG,0092-01-01, Blanco y azul,0134-01-01,0145-01-01,10829.27,f,12, Herido durante una expedición
2346,Lucan Velaryon , Velaryon ,ser,0107-05-04,Frostfang ,0092-01-01, Blanco y azul,0134-05-04,0153-05-04,70780.11,f,6, Mantuvo vínculos con otras casas 
2347,Monterys Velaryon ,velaryon,lord,0108-03-19, Frostfang ,0092-01-01,Blanco y azul,0128-03-19,0141-03-19,7372.01,f,3, Entrenamiento militar 
2348,Addam Velaryon ,VELARYON,ser,0101-01-01, Frostfang ,0092-01-01,BLANCO Y AZUL,0141-01-01,0135-01-01,57963.43,f,1,
2349,Corlys Velaryon ,VELARYON,lord de las mareas,0070-01-01,Frostfang ,0092-01-01, Blanco y azul,0091-01-01,0102-01-01,11807.75,f,12, Registro histórico
2350, Elaena Velaryon,VELARYON,LADY,0105-02-08, Frostfang ,0092-01-01,Blanco y azul ,0130-02-08,0141-02-08,41038.87,f,3, Herido durante una expedición
2351, Aethan Velaryon ,Velaryon,ser,0099-07-22,Frostfang ,0092-01-01,BLANCO Y AZUL,0119-07-22,0124-07-22,87458.44,f,4,Participó en una batalla importante 
2352,Lucan Velaryon ,velaryon,ser,0107-05-04,Frostfang ,0092-01-01,Blanco y azul ,0143-05-04,0149-05-04,44507.49,f,1,PARTICIPÓ EN DEFENSA DEL REINO
2353, Vaella Velaryon,Velaryon, Lady,0109-11-16,Frostfang,0092-01-01, Blanco y azul,0151-11-16,0148-11-16,76383.07,f,7, Mantuvo vínculos con otras casas
2354,Monterys Velaryon ,Velaryon, Lord,0108-03-19,Frostfang ,0092-01-01, Blanco y azul,0134-03-19,0138-03-19,28524.77,f,18,Viaje diplomático 
2355, Aethan Velaryon ,VELARYON,ser,0099-07-22, Frostfang ,0092-01-01,Blanco y azul ,0123-07-22,0141-07-22,86228.80,f,2,Registro histórico 
2356, Lucan Velaryon ,velaryon,ser,0107-05-04, Frostfang ,0092-01-01,Blanco y azul ,0145-05-04,0133-05-04,66972.98,f,9,Participó en defensa del reino 
2357,Vaemond Velaryon ,Velaryon,ser,0085-01-01,FROSTFANG,0092-01-01,Blanco y azul ,0114-01-01,0128-01-01,45053.28,f,17,PARTICIPÓ EN DEFENSA DEL REINO
2358,Vaella Velaryon ,Velaryon,Lady ,0109-11-16,Frostfang ,0092-01-01,Blanco y azul ,0129-11-16,0136-11-16,63385.42,f,16, Mantuvo vínculos con otras casas
2359, Marilda Velaryon,Velaryon,lady,0087-09-27, Frostfang ,0092-01-01, Blanco y azul,0106-09-27,0127-09-27,39383.29,f,6, Viaje diplomático 
2360,Rhaella Velaryon,Velaryon,lady,0104-12-02,FROSTFANG,0092-01-01, Blanco y azul,0126-12-02,0133-12-02,50071.43,f,18,Participó en defensa del reino 
2361,Alyn Velaryon ,velaryon, Ser,0100-01-01, Frostfang,0092-01-01,Blanco y azul ,0132-01-01,0142-01-01,19045.41,f,14, Participó en defensa del reino 
2362, Vaemond Velaryon ,Velaryon,ser,0085-01-01,Frostfang ,0092-01-01,Blanco y azul ,0124-01-01,0112-01-01,23507.74,f,1, Mantuvo vínculos con otras casas 
2363,Corwyn Velaryon, Velaryon ,Ser,0096-08-14,Frostfang ,0092-01-01,BLANCO Y AZUL,0127-08-14,0120-08-14,39297.37,f,17, Entrenamiento militar
2364,Jorah Velaryon, Velaryon ,LORD,0098-06-11,FROSTFANG,0092-01-01,Blanco y azul ,0121-06-11,0128-06-11,16912.82,f,17,REGISTRO HISTÓRICO
2365,Alyn Velaryon ,Velaryon,ser,0100-01-01,FROSTFANG,0092-01-01,Blanco y azul,0139-01-01,0140-01-01,86791.15,f,7,
2366, Addam Velaryon,Velaryon,ser,0101-01-01,Frostfang ,0092-01-01, Blanco y azul,0138-01-01,0132-01-01,51650.10,f,15, Registro pendiente de revisión 
2367,Jorah Velaryon ,velaryon, Lord,0098-06-11, Frostfang,0092-01-01,BLANCO Y AZUL,0134-06-11,0124-06-11,46614.70,f,9, Registro histórico 
2368,Vaemond Velaryon , Velaryon ,Ser ,0085-01-01,Frostfang,0092-01-01,Blanco y azul ,0121-01-01,0117-01-01,48618.43,f,7, Herido durante una expedición
2369, Elaena Velaryon ,Velaryon,Lady ,0105-02-08,Frostfang ,0092-01-01,Blanco y azul ,0136-02-08,0133-02-08,57358.62,f,10, Registro pendiente de revisión 
2370, Alyn Velaryon,velaryon,Ser ,0100-01-01,Frostfang ,0092-01-01, Blanco y azul,0139-01-01,0143-01-01,62472.19,f,4,
2371,Jorah Velaryon ,Velaryon, Lord,0098-06-11, Frostfang,0092-01-01,Blanco y azul,0130-06-11,0130-06-11,43450.59,f,8,
2372, Rhaella Velaryon , Velaryon ,LADY,0104-12-02,FROSTFANG,0092-01-01,BLANCO Y AZUL,0137-12-02,0129-12-02,21293.66,f,2, Registro histórico 
2373,Laena Velaryon , Velaryon ,Lady,0093-01-01, Frostfang,0092-01-01, Blanco y azul,0135-01-01,0135-01-01,2398.01,f,5,PARTICIPÓ EN UNA BATALLA IMPORTANTE
2374, Alyn Velaryon,VELARYON,SER,0100-01-01,Frostfang ,0092-01-01,Blanco y azul ,0131-01-01,0127-01-01,5907.66,f,8,Participó en una batalla importante 
2375,Rhaella Velaryon ,Velaryon,LADY,0104-12-02,FROSTFANG,0092-01-01,BLANCO Y AZUL,0122-12-02,0129-12-02,30186.76,f,13,Participó en defensa del reino 
2376, Aethan Velaryon ,VELARYON,ser,0099-07-22,FROSTFANG,0092-01-01, Blanco y azul,0125-07-22,0133-07-22,34575.68,f,19,Herido durante una expedición 
2377, Jorah Velaryon,VELARYON, Lord,0098-06-11,Frostfang,0092-01-01,Blanco y azul ,0132-06-11,0143-06-11,88664.23,f,10,Participó en defensa del reino 
2378,Vaella Velaryon,velaryon, Lady,0109-11-16,FROSTFANG,0092-01-01,BLANCO Y AZUL,0136-11-16,0146-11-16,37875.52,f,7,PARTICIPÓ EN DEFENSA DEL REINO
2379,Rhaella Velaryon ,VELARYON, Lady,0104-12-02, Frostfang ,0092-01-01,Blanco y azul ,0127-12-02,0145-12-02,36027.76,f,2,REGISTRO HISTÓRICO
2380, Corwyn Velaryon, Velaryon , Ser,0096-08-14, Frostfang ,0092-01-01,BLANCO Y AZUL,0123-08-14,0124-08-14,73701.10,f,16,Entrenamiento militar 
2381, Elaena Velaryon,VELARYON,lady,0105-02-08,FROSTFANG,0092-01-01, Blanco y azul,0123-02-08,0137-02-08,80464.70,f,10,Registro pendiente de revisión
2382, Laenor Velaryon , Velaryon ,ser,0092-01-01, Frostfang ,0092-01-01, Blanco y azul,0111-01-01,0117-01-01,89618.30,f,0,
2383,Corlys Velaryon , Velaryon , Lord de las Mareas,0070-01-01,Frostfang,0092-01-01, Blanco y azul,0109-01-01,0116-01-01,587.43,f,2, Jinete experimentado
2384,Elaena Velaryon ,VELARYON,lady,0105-02-08,Frostfang,0092-01-01,Blanco y azul ,0128-02-08,0146-02-08,60489.53,f,5,Jinete experimentado 
2385,Vaella Velaryon ,velaryon,LADY,0109-11-16, Frostfang,0092-01-01,Blanco y azul,0137-11-16,0151-11-16,39336.26,f,13,Mantuvo vínculos con otras casas
2386, Rhaella Velaryon,Velaryon,Lady,0104-12-02, Frostfang ,0092-01-01, Blanco y azul,0127-12-02,0144-12-02,72158.00,f,18, Jinete experimentado 
2387,Marilda Velaryon ,VELARYON,lady,0087-09-27,Frostfang ,0092-01-01,Blanco y azul ,0108-09-27,0120-09-27,8477.97,f,7, Participó en una batalla importante 
2388, Monterys Velaryon ,VELARYON,lord,0108-03-19,Frostfang ,0092-01-01,Blanco y azul ,0148-03-19,0136-03-19,19967.47,f,13, Herido durante una expedición 
2389, Rhaella Velaryon,Velaryon,lady,0104-12-02,Frostfang ,0092-01-01,Blanco y azul ,0144-12-02,0138-12-02,9737.56,f,7, Participó en una batalla importante
2390,Corwyn Velaryon ,Velaryon,Ser ,0096-08-14,Frostfang,0092-01-01,BLANCO Y AZUL,0131-08-14,0121-08-14,20740.58,f,15,Entrenamiento militar 
2391,Vaemond Velaryon,Velaryon,ser,0085-01-01, Frostfang ,0092-01-01,Blanco y azul ,0113-01-01,0120-01-01,11729.92,f,3,VIAJE DIPLOMÁTICO
2392,Lucan Velaryon ,Velaryon,ser,0107-05-04,Frostfang ,0092-01-01, Blanco y azul,0137-05-04,0133-05-04,9237.07,f,14, Registro pendiente de revisión
2393, Rhaella Velaryon ,velaryon, Lady,0104-12-02,Frostfang,0092-01-01, Blanco y azul,0136-12-02,0147-12-02,9502.12,f,10,Registro histórico 
2394,Monterys Velaryon ,Velaryon,lord,0108-03-19,Frostfang ,0092-01-01,Blanco y azul,0135-03-19,0151-03-19,88351.92,f,9,Registro histórico
2395,Addam Velaryon ,velaryon, Ser,0101-01-01,Frostfang ,0092-01-01, Blanco y azul,0142-01-01,0145-01-01,27895.01,f,2, Participó en defensa del reino 
2396,Laena Velaryon ,velaryon, Lady,0093-01-01, Frostfang ,0092-01-01,Blanco y azul ,0118-01-01,0140-01-01,27658.50,f,15, Registro pendiente de revisión
2397,Corwyn Velaryon , Velaryon ,Ser ,0096-08-14,Frostfang ,0092-01-01,Blanco y azul ,0126-08-14,0131-08-14,55492.11,f,14,Mantuvo vínculos con otras casas 
2398, Marilda Velaryon , Velaryon ,LADY,0087-09-27, Frostfang,0092-01-01,Blanco y azul ,0128-09-27,0132-09-27,40661.99,f,16, Jinete experimentado 
2399,Vaemond Velaryon,VELARYON,SER,0085-01-01, Frostfang,0092-01-01,BLANCO Y AZUL,0103-01-01,0129-01-01,56651.46,f,5,Jinete experimentado 
2400, Elaena Velaryon,Velaryon,LADY,0105-02-08,FROSTFANG,0092-01-01, Blanco y azul,0143-02-08,0145-02-08,89920.04,f,18,Entrenamiento militar 
2401,Laena Velaryon ,VELARYON,lady,0093-01-01,Frostfang ,0092-01-01, Blanco y azul,0133-01-01,0137-01-01,13282.84,f,2,
2402,Corwyn Velaryon , Velaryon ,SER,0096-08-14, Frostfang,0092-01-01,Blanco y azul ,0122-08-14,0134-08-14,32441.55,f,4,PARTICIPÓ EN UNA BATALLA IMPORTANTE
2403,Aethan Velaryon , Velaryon ,ser,0099-07-22,Frostfang ,0092-01-01,Blanco y azul,0124-07-22,0141-07-22,68882.45,f,13,Participó en defensa del reino 
2404, Laenor Velaryon,velaryon,SER,0092-01-01,Frostfang ,0092-01-01,Blanco y azul ,0122-01-01,0137-01-01,35191.43,f,4, Viaje diplomático 
2405,Alyn Velaryon,Velaryon,SER,0100-01-01,Frostfang,0092-01-01,Blanco y azul ,0132-01-01,0139-01-01,34146.89,f,10, Entrenamiento militar 
2406,Addam Velaryon ,Velaryon,ser,0101-01-01, Frostfang ,0092-01-01, Blanco y azul,0139-01-01,0138-01-01,18619.76,f,2,Entrenamiento militar 
2407, Corlys Velaryon,velaryon,LORD DE LAS MAREAS,0070-01-01,Frostfang ,0092-01-01,BLANCO Y AZUL,0096-01-01,0095-01-01,9336.76,f,7, Entrenamiento militar 
2408, Alyn Velaryon ,VELARYON,ser,0100-01-01, Frostfang,0092-01-01,Blanco y azul ,0141-01-01,0126-01-01,24146.53,f,5, Registro histórico 
2409,Lucan Velaryon ,velaryon, Ser,0107-05-04,FROSTFANG,0092-01-01,Blanco y azul,0127-05-04,0131-05-04,13006.19,f,18,ENTRENAMIENTO MILITAR
2410,Corlys Velaryon ,Velaryon, Lord de las Mareas,0070-01-01,FROSTFANG,0092-01-01,BLANCO Y AZUL,0096-01-01,0093-01-01,78857.62,f,0, Jinete experimentado 
2411,Alyn Velaryon ,VELARYON,ser,0100-01-01, Frostfang,0092-01-01, Blanco y azul,0129-01-01,0145-01-01,55364.87,f,9, Entrenamiento militar 
2412,Vaella Velaryon ,Velaryon,LADY,0109-11-16,Frostfang ,0092-01-01,Blanco y azul ,0144-11-16,0138-11-16,53291.31,f,10, Registro histórico
2413,Elaena Velaryon ,Velaryon, Lady,0105-02-08, Frostfang,0092-01-01,Blanco y azul ,0125-02-08,0149-02-08,70702.29,f,18, Mantuvo vínculos con otras casas 
2414,Monterys Velaryon,Velaryon,lord,0108-03-19,Frostfang,0092-01-01,Blanco y azul,0139-03-19,0138-03-19,40166.22,f,7, Herido durante una expedición
2415,Laenor Velaryon ,VELARYON, Ser,0092-01-01,Frostfang ,0092-01-01,Blanco y azul ,0110-01-01,0137-01-01,42531.44,f,10,Participó en defensa del reino 
2416, Monterys Velaryon, Velaryon , Lord,0108-03-19,FROSTFANG,0092-01-01,Blanco y azul ,0138-03-19,0136-03-19,72597.40,f,18, Registro histórico 
2417, Rhaella Velaryon,Velaryon,Lady,0104-12-02, Frostfang ,0092-01-01,Blanco y azul ,0144-12-02,0138-12-02,5447.10,f,5,Mantuvo vínculos con otras casas 
2418,Alyn Velaryon ,Velaryon,Ser ,0100-01-01,FROSTFANG,0092-01-01, Blanco y azul,0118-01-01,0133-01-01,42469.24,f,4,Entrenamiento militar
2419, Vaella Velaryon ,Velaryon,lady,0109-11-16, Frostfang ,0092-01-01,Blanco y azul ,0131-11-16,0137-11-16,48588.97,f,4, Viaje diplomático 
2420,Jorah Velaryon , Velaryon ,lord,0098-06-11, Frostfang ,0092-01-01,Blanco y azul ,0134-06-11,0124-06-11,32634.88,f,14, Registro histórico 
2421, Addam Velaryon , Velaryon , Ser,0101-01-01,Frostfang ,0092-01-01,Blanco y azul ,0120-01-01,0132-01-01,65335.40,f,4, Registro pendiente de revisión
2422, Rhaella Velaryon,velaryon,LADY,0104-12-02, Frostfang,0092-01-01,BLANCO Y AZUL,0134-12-02,0139-12-02,6569.92,f,11,Mantuvo vínculos con otras casas
2423, Rhaella Velaryon ,velaryon, Lady,0104-12-02,FROSTFANG,0092-01-01,BLANCO Y AZUL,0129-12-02,0131-12-02,64635.02,f,13, Jinete experimentado 
2424,Lucan Velaryon ,Velaryon,SER,0107-05-04, Frostfang,0092-01-01, Blanco y azul,0141-05-04,0152-05-04,69322.20,f,6,REGISTRO HISTÓRICO
2425, Rhaella Velaryon,VELARYON,lady,0104-12-02, Frostfang ,0092-01-01,Blanco y azul,0129-12-02,0142-12-02,57396.85,f,18,PARTICIPÓ EN UNA BATALLA IMPORTANTE
2426,Corlys Velaryon , Velaryon ,LORD DE LAS MAREAS,0070-01-01,FROSTFANG,0092-01-01, Blanco y azul,0105-01-01,0099-01-01,31074.10,f,11,HERIDO DURANTE UNA EXPEDICIÓN
2427,Laena Velaryon,VELARYON,Lady ,0093-01-01,Frostfang,0092-01-01,BLANCO Y AZUL,0124-01-01,0117-01-01,75233.70,f,14, Entrenamiento militar 
2428, Monterys Velaryon ,VELARYON, Lord,0108-03-19,Frostfang ,0092-01-01,Blanco y azul ,0126-03-19,0142-03-19,1917.95,f,14, Registro histórico
2429,Aethan Velaryon ,velaryon, Ser,0099-07-22,Frostfang ,0092-01-01, Blanco y azul,0128-07-22,0138-07-22,64030.43,f,5,Entrenamiento militar 
2430,Lucan Velaryon ,Velaryon,Ser,0107-05-04,Frostfang,0092-01-01,BLANCO Y AZUL,0142-05-04,0135-05-04,83709.30,f,12, Registro histórico 
